119,Augusta-Richmond County-GA,-82.0105148,33.4734978
120,Amarillo-TX,-101.8312969,35.2219971
121,Glendale-CA,-118.255075,34.1425078
122,Mobile-AL,-88.0398912,30.6953657
123,Grand Rapids-MI,-85.6680863,42.9633599
124,Salt Lake City-UT,-111.8910474,40.7607793
125,Tallahassee-FL,-84.2807329,30.4382559
126,Huntsville-AL,-86.5861037,34.7303688
127,Grand Prairie-TX,-96.9977846,32.7459645
128,Knoxville-TN,-83.9207392,35.9606384
129,Worcester-MA,-71.8022934,42.2625932
130,Newport News-VA,-76.4730122,37.0870821
131,Brownsville-TX,-97.4974838,25.9017472
132,Overland Park-KS,-94.6707917,38.9822282
133,Santa Clarita-CA,-118.542586,34.3916641
134,Providence-RI,-71.4128343,41.8239891
135,Garden Grove-CA,-117.9414477,33.7739053
136,Chattanooga-TN,-85.3096801,35.0456297
137,Oceanside-CA,-117.3794834,33.1958696
138,Jackson-MS,-90.1848103,32.2987573
139,Fort Lauderdale-FL,-80.1373174,26.1224386
140,Santa Rosa-CA,-122.7140548,38.440429
141,Rancho Cucamonga-CA,-117.5931084,34.1063989
142,Port St. Lucie-FL,-80.3582261,27.2730492
143,Tempe-AZ,-111.9400054,33.4255104
144,Ontario-CA,-117.6508876,34.0633443
145,Vancouver-WA,-122.6614861,45.6387281
146,Cape Coral-FL,-81.9495331,26.5628537
147,Sioux Falls-SD,-96.7311034,43.5445959
148,Springfield-MO,-93.2922989,37.2089572
149,Peoria-AZ,-112.2373779,33.5805955
150,Pembroke Pines-FL,-80.2962555,26.007765
151,Elk Grove-CA,-121.3716178,38.4087993
152,Salem-OR,-123.0350963,44.9428975
153,Lancaster-CA,-118.1541632,34.6867846
154,Corona-CA,-117.5664384,33.8752935
155,Eugene-OR,-123.0867536,44.0520691
156,Palmdale-CA,-118.1164613,34.5794343
157,Salinas-CA,-121.6555013,36.6777372
158,Springfield-MA,-72.589811,42.1014831
159,Pasadena-TX,-95.2091006,29.6910625
160,Fort Collins-CO,-105.084423,40.5852602
161,Hayward-CA,-122.0807964,37.6688205
162,Pomona-CA,-117.7499909,34.055103
163,Cary-NC,-78.7811169,35.79154
164,Rockford-IL,-89.0939952,42.2711311
165,Alexandria-VA,-77.0469214,38.8048355
166,Escondido-CA,-117.086421,33.1192068
167,McKinney-TX,-96.6397822,33.1972465
168,Kansas City-KS,-94.6274636,39.114053
169,Joliet-IL,-88.0817251,41.525031
170,Sunnyvale-CA,-122.0363496,37.36883
171,Torrance-CA,-118.3406288,33.8358492
172,Bridgeport-CT,-73.1951767,41.1865478
173,Lakewood-CO,-105.0813734,39.7047095
174,Hollywood-FL,-80.1494901,26.0112014
175,Paterson-NJ,-74.171811,40.9167654
176,Naperville-IL,-88.1535352,41.7508391
177,Syracuse-NY,-76.1474244,43.0481221
178,Mesquite-TX,-96.5991593,32.7667955
179,Dayton-OH,-84.1916069,39.7589478
180,Savannah-GA,-81.0998342,32.0835407
181,Clarksville-TN,-87.3594528,36.5297706
182,Orange-CA,-117.8531119,33.7877944
183,Pasadena-CA,-118.1445155,34.1477849
184,Fullerton-CA,-117.9242966,33.8703596
185,Killeen-TX,-97.7277959,31.1171194
186,Frisco-TX,-96.8236116,33.1506744
187,Hampton-VA,-76.3452218,37.0298687
188,McAllen-TX,-98.2300124,26.2034071
189,Warren-MI,-83.0146526,42.5144566
190,Bellevue-WA,-122.2006786,47.610377
191,West Valley City-UT,-112.0010501,40.6916132
192,Columbia-SC,-81.0348144,34.0007104
193,Olathe-KS,-94.8191285,38.8813958
194,Sterling Heights-MI,-83.0302033,42.5803122
195,New Haven-CT,-72.9278835,41.308274
196,Miramar-FL,-80.3035602,25.9860762
197,Waco-TX,-97.1466695,31.549333
198,Thousand Oaks-CA,-118.8375937,34.1705609
199,Cedar Rapids-IA,-91.6656232,41.9778795
200,Charleston-SC,-79.9310512,32.7764749
201,Visalia-CA,-119.2920585,36.3302284
202,Topeka-KS,-95.6890185,39.0558235
203,Elizabeth-NJ,-74.2107006,40.6639916
204,Gainesville-FL,-82.3248262,29.6516344
205,Thornton-CO,-104.9719243,39.8680412
206,Roseville-CA,-121.2880059,38.7521235
207,Carrollton-TX,-96.8899636,32.9756415
208,Coral Springs-FL,-80.2706044,26.271192
209,Stamford-CT,-73.5387341,41.0534302
210,Simi Valley-CA,-118.781482,34.2694474
211,Concord-CA,-122.0310733,37.9779776
212,Hartford-CT,-72.6850932,41.7637111
213,Kent-WA,-122.2348431,47.3809335
214,Lafayette-LA,-92.0198427,30.2240897
215,Midland-TX,-102.0779146,31.9973456
216,Surprise-AZ,-112.3679279,33.6292337
217,Denton-TX,-97.1330683,33.2148412
218,Victorville-CA,-117.2927641,34.5362184
219,Evansville-IN,-87.5710898,37.9715592
220,Santa Clara-CA,-121.9552356,37.3541079
221,Abilene-TX,-99.7331439,32.4487364
222,Athens-Clarke County-GA,-83.357567,33.9519347
223,Vallejo-CA,-122.2566367,38.1040864
224,Allentown-PA,-75.4901833,40.6084305
225,Norman-OK,-97.4394777,35.2225668
226,Beaumont-TX,-94.1265562,30.080174
227,Independence-MO,-94.4155068,39.0911161
228,Murfreesboro-TN,-86.39027,35.8456213
229,Ann Arbor-MI,-83.7430378,42.2808256
230,Springfield-IL,-89.6501481,39.7817213
231,Berkeley-CA,-122.272747,37.8715926
232,Peoria-IL,-89.5889864,40.6936488
233,Provo-UT,-111.6585337,40.2338438
234,El Monte-CA,-118.0275667,34.0686206
235,Columbia-MO,-92.3340724,38.9517053
236,Lansing-MI,-84.5555347,42.732535
237,Fargo-ND,-96.7898034,46.8771863
238,Downey-CA,-118.1331593,33.9401088
239,Costa Mesa-CA,-117.9186689,33.6411316
240,Wilmington-NC,-77.9447102,34.2257255
241,Arvada-CO,-105.0874842,39.8027644
242,Inglewood-CA,-118.3531311,33.9616801
243,Miami Gardens-FL,-80.2456045,25.9420377
244,Carlsbad-CA,-117.3505939,33.1580933
245,Westminster-CO,-105.0372046,39.8366528
246,Rochester-MN,-92.4801989,44.0121221
247,Odessa-TX,-102.3676431,31.8456816
248,Manchester-NH,-71.4547891,42.9956397
249,Elgin-IL,-88.2825668,42.0354084
250,West Jordan-UT,-111.9391031,40.6096698
251,Round Rock-TX,-97.678896,30.5082551
252,Clearwater-FL,-82.8001026,27.9658533
253,Waterbury-CT,-73.0514965,41.5581525
254,Gresham-OR,-122.4302013,45.5001357
255,Fairfield-CA,-122.0399663,38.2493581
256,Billings-MT,-108.5006904,45.7832856
257,Lowell-MA,-71.3161718,42.6334247
258,San Buenaventura (Ventura)-CA,-119.2290316,34.274646
259,Pueblo-CO,-104.6091409,38.2544472
260,High Point-NC,-80.0053176,35.9556923
261,West Covina-CA,-117.9389526,34.0686208
262,Richmond-CA,-122.3477486,37.9357576
263,Murrieta-CA,-117.2139232,33.5539143
264,Cambridge-MA,-71.1097335,42.3736158
265,Antioch-CA,-121.805789,38.0049214
266,Temecula-CA,-117.1483648,33.4936391
267,Norwalk-CA,-118.081733,33.9022367
268,Centennial-CO,-104.8771726,39.5807452
269,Everett-WA,-122.2020794,47.9789848
270,Palm Bay-FL,-80.5886646,28.0344621
271,Wichita Falls-TX,-98.4933873,33.9137085
272,Green Bay-WI,-88.019826,44.519159
273,Daly City-CA,-122.4702079,37.6879241
274,Burbank-CA,-118.3089661,34.1808392
275,Richardson-TX,-96.7298519,32.9483335
276,Pompano Beach-FL,-80.1247667,26.2378597
277,North Charleston-SC,-79.9748103,32.8546197
278,Broken Arrow-OK,-95.7974526,36.060949
279,Boulder-CO,-105.2705456,40.0149856
280,West Palm Beach-FL,-80.0533746,26.7153424
281,Santa Maria-CA,-120.4357191,34.9530337
282,El Cajon-CA,-116.9625269,32.7947731
283,Davenport-IA,-90.5776367,41.5236437
284,Rialto-CA,-117.3703235,34.1064001
285,Las Cruces-NM,-106.7636538,32.3199396
286,San Mateo-CA,-122.3255254,37.5629917
287,Lewisville-TX,-96.994174,33.046233
288,South Bend-IN,-86.2519898,41.6763545
289,Lakeland-FL,-81.9498042,28.0394654
290,Erie-PA,-80.085059,42.1292241
291,Tyler-TX,-95.3010624,32.3512601
292,Pearland-TX,-95.2860474,29.5635666
293,College Station-TX,-96.3344068,30.627977
294,Kenosha-WI,-87.8211854,42.5847425
295,Sandy Springs-GA,-84.3733147,33.9304352
296,Clovis-CA,-119.7029194,36.8252277
297,Flint-MI,-83.6874562,43.0125274
298,Roanoke-VA,-79.9414266,37.2709704
299,Albany-NY,-73.7562317,42.6525793
300,Jurupa Valley-CA,-117.4854802,33.9971974
301,Compton-CA,-118.2200712,33.8958492
302,San Angelo-TX,-100.4370375,31.4637723
303,Hillsboro-OR,-122.989827,45.5228939
304,Lawton-OK,-98.3959291,34.6035669
305,Renton-WA,-122.2170661,47.4828776
306,Vista-CA,-117.2425355,33.2000368
307,Davie-FL,-80.2521157,26.0764783
308,Greeley-CO,-104.7091322,40.4233142
309,Mission Viejo-CA,-117.6719953,33.6000232
310,Portsmouth-VA,-76.2982742,36.8354258
311,Dearborn-MI,-83.1763145,42.3222599
312,South Gate-CA,-118.2120161,33.954737
313,Tuscaloosa-AL,-87.5691735,33.2098407
314,Livonia-MI,-83.3527097,42.36837
315,New Bedford-MA,-70.934205,41.6362152
316,Vacaville-CA,-121.9877444,38.3565773
317,Brockton-MA,-71.0183787,42.0834335
318,Roswell-GA,-84.3615555,34.0232431
319,Beaverton-OR,-122.8037102,45.487062
320,Quincy-MA,-71.0022705,42.2528772
321,Sparks-NV,-119.7526886,39.5349112
322,Yakima-WA,-120.5058987,46.6020711
323,Lee's Summit-MO,-94.3821724,38.9108408
324,Federal Way-WA,-122.3126222,47.3223221
325,Carson-CA,-118.281693,33.8316745
326,Santa Monica-CA,-118.4911912,34.0194543
327,Hesperia-CA,-117.3008784,34.4263886
328,Allen-TX,-96.6705503,33.1031744
329,Rio Rancho-NM,-106.6630437,35.2327544
330,Yuma-AZ,-114.6276916,32.6926512
331,Westminster-CA,-117.9939921,33.7513419
332,Orem-UT,-111.6946475,40.2968979
333,Lynn-MA,-70.9494938,42.466763
334,Redding-CA,-122.3916754,40.5865396
335,Spokane Valley-WA,-117.2393748,47.6732281
336,Miami Beach-FL,-80.1300455,25.790654
337,League City-TX,-95.0949303,29.5074538
338,Lawrence-KS,-95.2352501,38.9716689
339,Santa Barbara-CA,-119.6981901,34.4208305
340,Plantation-FL,-80.2331036,26.1275862
341,Sandy-UT,-111.8389726,40.5649781
342,Sunrise-FL,-80.256595,26.1669711
343,Macon-GA,-83.6324022,32.8406946
344,Longmont-CO,-105.1019275,40.1672068
345,Boca Raton-FL,-80.1289321,26.3683064
346,San Marcos-CA,-117.1661449,33.1433723
347,Greenville-NC,-77.3663538,35.612661
348,Waukegan-IL,-87.8447938,42.3636331
349,Fall River-MA,-71.1550451,41.7014912
350,Chico-CA,-121.8374777,39.7284944
351,Newton-MA,-71.2092214,42.3370413
352,San Leandro-CA,-122.1560768,37.7249296
353,Reading-PA,-75.9268747,40.3356483
354,Norwalk-CT,-73.4081575,41.117744
355,Fort Smith-AR,-94.3985475,35.3859242
356,Newport Beach-CA,-117.9289469,33.6189101
357,Asheville-NC,-82.5514869,35.5950581
358,Nashua-NH,-71.467566,42.7653662
359,Edmond-OK,-97.4780954,35.6528323
360,Whittier-CA,-118.032844,33.9791793
361,Nampa-ID,-116.5634624,43.5407172
362,Bloomington-MN,-93.2982799,44.840798
363,Deltona-FL,-81.2636738,28.9005446
364,Hawthorne-CA,-118.3525748,33.9164032
365,Duluth-MN,-92.1004852,46.7866719
366,Carmel-IN,-86.1180435,39.978371
367,Suffolk-VA,-76.5835621,36.7282054
368,Clifton-NJ,-74.1637553,40.8584328
369,Citrus Heights-CA,-121.2810611,38.7071247
370,Livermore-CA,-121.7680088,37.6818745
371,Tracy-CA,-121.4252227,37.7396513
372,Alhambra-CA,-118.1270146,34.095287
373,Kirkland-WA,-122.2087353,47.6814875
374,Trenton-NJ,-74.7429384,40.2170534
375,Ogden-UT,-111.9738304,41.223
376,Hoover-AL,-86.8113781,33.4053867
377,Cicero-IL,-87.7539448,41.8455877
378,Fishers-IN,-86.01335,39.9567548
379,Sugar Land-TX,-95.6349463,29.6196787
380,Danbury-CT,-73.4540111,41.394817
381,Meridian-ID,-116.3915131,43.6121087
382,Indio-CA,-116.2155619,33.7205771
383,Concord-NC,-80.579511,35.4087517
384,Menifee-CA,-117.185294,33.6971468
385,Champaign-IL,-88.2433829,40.1164204
386,Buena Park-CA,-117.9981181,33.8675143
387,Troy-MI,-83.1497751,42.6064095
388,O'Fallon-MO,-90.6998477,38.8106075
389,Johns Creek-GA,-84.198579,34.0289259
390,Bellingham-WA,-122.4781473,48.74908
391,Westland-MI,-83.400211,42.324204
392,Bloomington-IN,-86.5263857,39.165325
393,Sioux City-IA,-96.4003069,42.4999942
394,Warwick-RI,-71.4161671,41.7001009
395,Hemet-CA,-116.9719684,33.7475203
396,Longview-TX,-94.7404891,32.5007037
397,Farmington Hills-MI,-83.3677168,42.4989936
398,Bend-OR,-121.3153096,44.0581728
399,Lakewood-CA,-118.1339563,33.8536269
400,Merced-CA,-120.4829677,37.3021632
401,Mission-TX,-98.3252932,26.2159066
402,Chino-CA,-117.688944,34.0122346
403,Redwood City-CA,-122.2363548,37.4852152
404,Edinburg-TX,-98.1633432,26.3017374
405,Cranston-RI,-71.4372796,41.7798226
406,Parma-OH,-81.7229086,41.4047742
407,New Rochelle-NY,-73.7823549,40.9114882
408,Lake Forest-CA,-117.689218,33.6469661
409,Napa-CA,-122.286865,38.2975381
410,Hammond-IN,-87.5000412,41.5833688
411,Fayetteville-AR,-94.1574263,36.0625795
412,Bloomington-IL,-88.9936873,40.4842027
413,Avondale-AZ,-112.3496021,33.4355977
414,Somerville-MA,-71.0994968,42.3875968
415,Palm Coast-FL,-81.2078699,29.5844524
416,Bryan-TX,-96.3699632,30.6743643
417,Gary-IN,-87.3464271,41.5933696
418,Largo-FL,-82.7873244,27.9094665
419,Brooklyn Park-MN,-93.3563405,45.0941315
420,Tustin-CA,-117.826166,33.7458511
421,Racine-WI,-87.7828523,42.7261309
422,Deerfield Beach-FL,-80.0997657,26.3184123
423,Lynchburg-VA,-79.1422464,37.4137536
424,Mountain View-CA,-122.0838511,37.3860517
425,Medford-OR,-122.8755949,42.3265152
426,Lawrence-MA,-71.1631137,42.7070354
427,Bellflower-CA,-118.1170117,33.8816818
428,Melbourne-FL,-80.6081089,28.0836269
429,St. Joseph-MO,-94.846681,39.7674578
430,Camden-NJ,-75.1196199,39.9259463
431,St. George-UT,-113.5684164,37.0965278
432,Kennewick-WA,-119.1372338,46.2112458
433,Baldwin Park-CA,-117.9608978,34.0852868
434,Chino Hills-CA,-117.7325848,33.9898188
435,Alameda-CA,-122.2416355,37.7652065
436,Albany-GA,-84.155741,31.5785074
437,Arlington Heights-IL,-87.9806265,42.0883603
438,Scranton-PA,-75.6624122,41.408969
439,Evanston-IL,-87.6876969,42.0450722
440,Kalamazoo-MI,-85.5872286,42.2917069
441,Baytown-TX,-94.9774274,29.7355047
442,Upland-CA,-117.6483876,34.09751
443,Springdale-AR,-94.1288141,36.1867442
444,Bethlehem-PA,-75.3704579,40.6259316
445,Schaumburg-IL,-88.0834059,42.0333607
446,Mount Pleasant-SC,-79.8284258,32.8323225
447,Auburn-WA,-122.2284532,47.3073228
448,Decatur-IL,-88.9548001,39.8403147
449,San Ramon-CA,-121.9780153,37.7799273
450,Pleasanton-CA,-121.8746789,37.6624312
451,Wyoming-MI,-85.7053085,42.9133602
452,Lake Charles-LA,-93.2173758,30.2265949
453,Plymouth-MN,-93.4555093,45.0105194
454,Bolingbrook-IL,-88.0683955,41.6986416
455,Pharr-TX,-98.1836216,26.1947962
456,Appleton-WI,-88.4153847,44.2619309
457,Gastonia-NC,-81.1873005,35.262082
458,Folsom-CA,-121.1760583,38.6779591
459,Southfield-MI,-83.2218731,42.4733688
460,Rochester Hills-MI,-83.1499322,42.6583661
461,New Britain-CT,-72.7795419,41.6612104
462,Goodyear-AZ,-112.3576567,33.4353394
463,Canton-OH,-81.378447,40.7989473
464,Warner Robins-GA,-83.624201,32.6130007
465,Union City-CA,-122.0438298,37.5933918
466,Perris-CA,-117.2286478,33.7825194
467,Manteca-CA,-121.2160526,37.7974273
468,Iowa City-IA,-91.5301683,41.6611277
469,Jonesboro-AR,-90.704279,35.8422967
470,Wilmington-DE,-75.5397878,39.7390721
471,Lynwood-CA,-118.2114603,33.930293
472,Loveland-CO,-105.0749801,40.3977612
473,Pawtucket-RI,-71.3825558,41.878711
474,Boynton Beach-FL,-80.0905465,26.5317866
475,Waukesha-WI,-88.2314813,43.0116784
476,Gulfport-MS,-89.0928155,30.3674198
477,Apple Valley-CA,-117.1858759,34.5008311
478,Passaic-NJ,-74.1284764,40.8567662
479,Rapid City-SD,-103.2310149,44.0805434
480,Layton-UT,-111.9710529,41.0602216
481,Lafayette-IN,-86.8752869,40.4167022
482,Turlock-CA,-120.8465941,37.4946568
483,Muncie-IN,-85.3863599,40.1933767
484,Temple-TX,-97.342782,31.0982344
485,Missouri City-TX,-95.5377215,29.6185669
486,Redlands-CA,-117.1825381,34.0555693
487,Santa Fe-NM,-105.937799,35.6869752
488,Lauderhill-FL,-80.2133808,26.1403635
489,Milpitas-CA,-121.8995741,37.4323341
490,Palatine-IL,-88.03424,42.1103041
491,Missoula-MT,-113.996586,46.8787176
492,Rock Hill-SC,-81.0250784,34.9248667
493,Jacksonville-NC,-77.4302414,34.7540524
494,Franklin-TN,-86.8688899,35.9250637
495,Flagstaff-AZ,-111.651302,35.1982836
496,Flower Mound-TX,-97.0969552,33.0145673
497,Weston-FL,-80.3997748,26.1003654
498,Waterloo-IA,-92.3425775,42.492786
499,Union City-NJ,-74.2631635,40.6975898
500,Mount Vernon-NY,-73.8370786,40.9125992
501,Fort Myers-FL,-81.8723084,26.640628
502,Dothan-AL,-85.3904888,31.2232313
503,Rancho Cordova-CA,-121.302728,38.5890723
504,Redondo Beach-CA,-118.3884078,33.8491816
505,Jackson-TN,-88.8139469,35.6145169
506,Pasco-WA,-119.1005657,46.2395793
507,St. Charles-MO,-90.4974359,38.7881062
508,Eau Claire-WI,-91.4984941,44.811349
509,North Richland Hills-TX,-97.2289029,32.8342952
510,Bismarck-ND,-100.7837392,46.8083268
511,Yorba Linda-CA,-117.8131125,33.8886259
512,Kenner-LA,-90.2417434,29.9940924
513,Walnut Creek-CA,-122.0651819,37.9100783
514,Frederick-MD,-77.4105409,39.4142688
515,Oshkosh-WI,-88.5426136,44.0247062
516,Pittsburg-CA,-121.8846806,38.0279762
517,Palo Alto-CA,-122.1430195,37.4418834
518,Bossier City-LA,-93.7321228,32.5159852
519,Portland-ME,-70.2553259,43.661471
520,St. Cloud-MN,-94.1632404,45.5579451
521,Davis-CA,-121.7405167,38.5449065
522,South San Francisco-CA,-122.4077498,37.654656
523,Camarillo-CA,-119.0376023,34.2163937
524,North Little Rock-AR,-92.2670941,34.769536
525,Schenectady-NY,-73.9395687,42.8142432
526,Gaithersburg-MD,-77.2013705,39.1434406
527,Harlingen-TX,-97.6961026,26.1906306
528,Woodbury-MN,-92.9593797,44.9238552
529,Eagan-MN,-93.1668858,44.8041322
530,Yuba City-CA,-121.6169108,39.1404477
531,Maple Grove-MN,-93.4557877,45.0724642
532,Youngstown-OH,-80.6495194,41.0997803
533,Skokie-IL,-87.7416246,42.0324025
534,Kissimmee-FL,-81.407571,28.2919557
535,Johnson City-TN,-82.3534727,36.3134397
536,Victoria-TX,-97.0035982,28.8052674
537,San Clemente-CA,-117.6119925,33.4269728
538,Bayonne-NJ,-74.1143091,40.6687141
539,Laguna Niguel-CA,-117.7075526,33.5225261
540,East Orange-NJ,-74.2048677,40.767323
541,Shawnee-KS,-94.7151865,39.0228485
542,Homestead-FL,-80.4775569,25.4687224
543,Delray Beach-FL,-80.0728201,26.4614625
544,Rockville-MD,-77.1527578,39.0839973
545,Janesville-WI,-89.0187222,42.6827885
546,Conway-AR,-92.4421011,35.0886963
547,Pico Rivera-CA,-118.096735,33.9830688
548,Lorain-OH,-82.1823746,41.452819
549,Montebello-CA,-118.1137535,34.0165053
550,Lodi-CA,-121.2722194,38.1341477
551,New Braunfels-TX,-98.1244531,29.7030024
552,Marysville-WA,-122.1770818,48.0517637
553,Tamarac-FL,-80.2497707,26.2128609
554,Madera-CA,-120.0607176,36.9613356
555,Conroe-TX,-95.4560512,30.3118769
556,Santa Cruz-CA,-122.0307963,36.9741171
557,Eden Prairie-MN,-93.470786,44.8546856
558,Cheyenne-WY,-104.8202462,41.1399814
559,Daytona Beach-FL,-81.0228331,29.2108147
560,Alpharetta-GA,-84.2940899,34.0753762
561,Hamilton-OH,-84.5613355,39.3995008
562,Waltham-MA,-71.2356113,42.3764852
563,Coon Rapids-MN,-93.3030063,45.1732394
564,Haverhill-MA,-71.0772796,42.7762015
565,Council Bluffs-IA,-95.8608333,41.2619444
566,Taylor-MI,-83.2696509,42.240872
567,Utica-NY,-75.232664,43.100903
568,Ames-IA,-93.62,42.034722
569,La Habra-CA,-117.9461734,33.9319578
570,Encinitas-CA,-117.2919818,33.0369867
571,Bowling Green-KY,-86.4808043,36.9685219
572,Burnsville-MN,-93.2777226,44.7677424
573,Greenville-SC,-82.3940104,34.8526176
574,West Des Moines-IA,-93.711332,41.5772115
575,Cedar Park-TX,-97.8202888,30.505198
576,Tulare-CA,-119.3473379,36.2077288
577,Monterey Park-CA,-118.1228476,34.0625106
578,Vineland-NJ,-75.0259637,39.4863773
579,Terre Haute-IN,-87.4139092,39.4667034
580,North Miami-FL,-80.1867138,25.8900949
581,Mansfield-TX,-97.1416768,32.5631924
582,West Allis-WI,-88.0070315,43.0166806
583,Bristol-CT,-72.9492703,41.6717648
584,Taylorsville-UT,-111.9388258,40.6677248
585,Malden-MA,-71.066163,42.4250964
586,Meriden-CT,-72.8070435,41.5381535
587,Blaine-MN,-93.2349489,45.1607987
588,Wellington-FL,-80.2683571,26.6617635
589,Cupertino-CA,-122.0321823,37.3229978
590,Springfield-OR,-123.0220289,44.0462362
591,Rogers-AR,-94.1185366,36.3320196
592,St. Clair Shores-MI,-82.8963604,42.4974085
